"","x"
"CLM_HG01443",0.357247514001175
"CLM_HG01444",0.368478204279562
"CLM_HG01447",0.371103657040007
"CLM_HG01455",0.364335492700051
"CLM_HG01456",0.367407198054339
"CLM_HG01459",0.36772701241326
"CLM_HG01461",0.372992793020609
"CLM_HG01462",0.379686581928257
"CLM_HG01464",0.376213249239511
"CLM_HG01465",0.356964887358408
"CLM_HG01468",0.336645519252081
"CLM_HG01474",0.362282730768373
"CLM_HG01479",0.362966984745599
"CLM_HG01485",0.38632087049006
"CLM_HG01486",0.365205685258046
"CLM_HG01488",0.374643927617829
"CLM_HG01489",0.361784415371914
"CLM_HG01491",0.339040408172373
"CLM_HG01492",0.36308598543729
"CLM_HG01494",0.366336191829115
"CLM_HG01495",0.373029980736763
"CLM_HG01497",0.360586970911768
"CLM_HG01498",0.357797892200248
"CLM_HG01550",0.370999531434776
"CLM_HG01551",0.384290421188073
"CLM_HG01556",0.383442541259771
"PJL_HG01583",0.368753393379099
"PJL_HG01586",0.365287498233583
"PJL_HG01589",0.349899221289224
"PJL_HG01593",0.351401605021829
"GBR_HG01789",0.356659948085948
"GBR_HG01790",0.356890511926101
"GBR_HG01791",0.359597777662083
"CDX_HG01794",0.32847909678475
"CDX_HG01795",0.33312756130395
"CDX_HG01796",0.330502108543506
"CDX_HG01797",0.329170788305207
"CDX_HG01798",0.335418324619012
"CDX_HG01799",0.328211345228444
"CDX_HG01800",0.319732545945423
"CDX_HG01801",0.32714033900322
"CDX_HG01802",0.33343250057641
"CDX_HG01804",0.332383806980878
"CDX_HG01805",0.333618439157178
"CDX_HG01806",0.330903735877965
"CDX_HG01807",0.331833428781805
"CDX_HG01808",0.335143135519475
"CDX_HG01809",0.327177526719374
"CDX_HG01810",0.328590659933211
"CDX_HG01811",0.329602165812589
"CDX_HG01812",0.328843536403055
"CDX_HG01813",0.330085606122586
"CDX_HG01815",0.334235755245327
"CDX_HG01816",0.291328568347304
"CDX_HG01817",0.328241095401367
"ACB_HG01879",0.373989423813526
"ACB_HG01880",0.39903163187136
"ACB_HG01882",0.366641131101575
"ACB_HG01883",0.370746654964932
"ACB_HG01885",0.365183372628353
"ACB_HG01886",0.369876462406938
"ACB_HG01889",0.366365942002038
"ACB_HG01890",0.372516790253843
"ACB_HG01894",0.369869024863707
"ACB_HG01896",0.360981160702997
"ACB_HG01912",0.364149554119283
"ACB_HG01914",0.375343056681517
"ACB_HG01915",0.369445084899556
"ACB_HG01956",0.368909581786944
"ACB_HG01958",0.37433898834537
"ACB_HG01985",0.369675648739708
"ACB_HG01986",0.374249737826601
"ACB_HG01988",0.390002454389266
"ACB_HG01989",0.37485961637152
"ACB_HG01990",0.366775006879727
"ACB_HG02009",0.374145612221371
"ACB_HG02010",0.375566182978439
"ACB_HG02012",0.369199645972942
"ACB_HG02013",0.365235435430968
"ACB_HG02014",0.374048924159372
"ACB_HG02051",0.362059604471451
"ACB_HG02052",0.365064371936662
"ACB_HG02053",0.367042758436033
"ACB_HG02054",0.372992793020609
"ACB_HG02095",0.36607587781604
"ACB_HG02107",0.365480874357582
"ACB_HG02108",0.376518188511971
"ACB_HG02111",0.367288197362647
"ACB_HG02143",0.374636490074599
"ACB_HG02144",0.368470766736332
"CDX_HG02151",0.334682007839171
"CDX_HG02152",0.327274214781373
"CDX_HG02153",0.329773229306895
"CDX_HG02154",0.318103723977896
"CDX_HG02155",0.330673172037812
"CDX_HG02156",0.325407391430463
"CDX_HG02164",0.33343993811964
"CDX_HG02165",0.334637382579786
"CDX_HG02166",0.32744527827568
"CDX_HG02178",0.329341851799514
"CDX_HG02179",0.334748945728247
"CDX_HG02180",0.329542665466743
"CDX_HG02181",0.335306761470551
"CDX_HG02182",0.332882122377336
"CDX_HG02184",0.32899228726767
"CDX_HG02185",0.328471659241519
"CDX_HG02186",0.332792871858568
"CDX_HG02187",0.332145805597495
"CDX_HG02188",0.331900366670881
"CDX_HG02190",0.333261437082103
"GBR_HG02215",0.356087257257183
"CDX_HG02250",0.332718496426261
"ACB_HG02255",0.368723643206176
"ACB_HG02256",0.383026038838851
"ACB_HG02281",0.363383487166519
"ACB_HG02282",0.380132834522101
"ACB_HG02283",0.379775832447026
"ACB_HG02284",0.375573620521669
"ACB_HG02307",0.36690888265788
"ACB_HG02308",0.369519460331863
"ACB_HG02309",0.37123753281816
"ACB_HG02314",0.366224628680654
"ACB_HG02315",0.371468096658312
"ACB_HG02317",0.366752694250035
"ACB_HG02318",0.364543743910511
"ACB_HG02322",0.372472164994459
"ACB_HG02323",0.366752694250035
"ACB_HG02325",0.362215792879296
"ACB_HG02330",0.372293663956922
"ACB_HG02332",0.370538403754472
"ACB_HG02334",0.382572348701777
"ACB_HG02337",0.37279197935338
"ACB_HG02339",0.35419812127658
"ACB_HG02343",0.380430336251329
"CDX_HG02351",0.33312756130395
"CDX_HG02353",0.333670501959793
"CDX_HG02355",0.332926747636721
"CDX_HG02356",0.332026804905803
"CDX_HG02360",0.333373000230564
"CDX_HG02364",0.333715127219177
"CDX_HG02367",0.332339181721494
"CDX_HG02371",0.329959167887663
"CDX_HG02373",0.334332443307327
"CDX_HG02374",0.332063992621957
"CDX_HG02375",0.329356726885975
"CDX_HG02379",0.332190430856879
"CDX_HG02380",0.31029430358564
"CDX_HG02382",0.332212743486572
"CDX_HG02383",0.32981785456628
"CDX_HG02384",0.33239868206734
"CDX_HG02385",0.332777996772106
"CDX_HG02386",0.332227618573033
"CDX_HG02389",0.332703621339799
"CDX_HG02390",0.334146504726559
"CDX_HG02391",0.325853644024306
"CDX_HG02392",0.321167991788952
"CDX_HG02394",0.329527790380282
"CDX_HG02395",0.33364075178687
"CDX_HG02396",0.328560909760288
"CDX_HG02397",0.330829360445658
"CDX_HG02398",0.328516284500904
"CDX_HG02399",0.330167419098124
"CDX_HG02401",0.334087004380713
"CDX_HG02402",0.333581251441024
"CDX_HG02406",0.333276312168564
"CDX_HG02407",0.334540694517787
"CDX_HG02408",0.330003793147048
"CDX_HG02409",0.331521051966115
"CDX_HG02410",0.333075498501335
"ACB_HG02419",0.365964314667579
"ACB_HG02420",0.396019426862919
"ACB_HG02427",0.369653336110016
"ACB_HG02429",0.369779774344938
"ACB_HG02433",0.373639859281682
"ACB_HG02439",0.366246941310346
"ACB_HG02442",0.362617420213755
"ACB_HG02445",0.37423486274014
"ACB_HG02449",0.364595806713127
"ACB_HG02450",0.370292964827858
"ACB_HG02455",0.373059730909686
"ACB_HG02470",0.368240202896179
"ACB_HG02471",0.368946769503098
"ACB_HG02476",0.374495176753215
"ACB_HG02477",0.374004298899987
"ACB_HG02481",0.371356533509851
"ACB_HG02484",0.372397789562152
"ACB_HG02485",0.381389779328092
"ACB_HG02489",0.371951536968309
"PJL_HG02490",0.352606487025206
"PJL_HG02491",0.371795348560464
"PJL_HG02493",0.369102957910943
"PJL_HG02494",0.369869024863707
"ACB_HG02496",0.369735149085554
"ACB_HG02497",0.366232066223885
"ACB_HG02501",0.379069265840108
"ACB_HG02502",0.371297033164005
"ACB_HG02505",0.368493079366024
"ACB_HG02508",0.369333521751095
"ACB_HG02511",0.364915621072048
"ACB_HG02536",0.376897503216737
"ACB_HG02537",0.366031252556655
"ACB_HG02541",0.378318073973805
"ACB_HG02545",0.367555948918953
"ACB_HG02546",0.36763032435126
"ACB_HG02549",0.365726313284196
"ACB_HG02554",0.370441715692472
"ACB_HG02555",0.371460659115081
"ACB_HG02557",0.369370709467249
"ACB_HG02558",0.371587097350003
"ACB_HG02577",0.376458688166125
"ACB_HG02580",0.37610168609105
"PJL_HG02597",0.362766171078369
"PJL_HG02600",0.368411266390486
"PJL_HG02601",0.367920388537258
"PJL_HG02603",0.365465999271121
"PJL_HG02604",0.328955099551516
"PJL_HG02648",0.350613225439373
"PJL_HG02649",0.343926874074956
"PJL_HG02651",0.369839274690784
"PJL_HG02652",0.371512721917696
"PJL_HG02654",0.367816262932028
"PJL_HG02655",0.341271671141589
"PJL_HG02657",0.37144578402862
"PJL_HG02658",0.310718243549791
"PJL_HG02660",0.35967215309439
"PJL_HG02661",0.367027883349572
"PJL_HG02681",0.367816262932028
"PJL_HG02682",0.365094122109585
"PJL_HG02684",0.314511390597458
"PJL_HG02685",0.342677366812195
"PJL_HG02687",0.363093422980521
"PJL_HG02688",0.365391623838814
"PJL_HG02690",0.336266204547314
"PJL_HG02691",0.363227298758674
"PJL_HG02694",0.334972072025169
"PJL_HG02696",0.372524227797074
"PJL_HG02697",0.366291566569731
"PJL_HG02699",0.341584047957279
"PJL_HG02700",0.370649966902933
"PJL_HG02724",0.362728983362216
"PJL_HG02725",0.36060184599823
"PJL_HG02727",0.363695863982209
"PJL_HG02728",0.363971053081746
"PJL_HG02731",0.369340959294326
"PJL_HG02733",0.36762288680803
"PJL_HG02734",0.320691989022186
"PJL_HG02736",0.371207782645237
"PJL_HG02737",0.369504585245402
"PJL_HG02774",0.369013707392174
"PJL_HG02775",0.365837876432657
"PJL_HG02778",0.360542345652384
"PJL_HG02780",0.337225647624077
"PJL_HG02783",0.361643102050531
"PJL_HG02784",0.364923058615278
"PJL_HG02786",0.36318267349929
"PJL_HG02787",0.361895978520375
"PJL_HG02789",0.364409868132359
"PJL_HG02790",0.367154321584494
"PJL_HG02792",0.365451124184659
"PJL_HG02793",0.364394993045897
"ESN_HG02922",0.360921660357151
"ESN_HG02923",0.353000676816434
"ESN_HG02938",0.356950012271946
"ESN_HG02941",0.359850654131927
"ESN_HG02943",0.3592630882167
"ESN_HG02944",0.35729957680379
"ESN_HG02946",0.361077848764996
"ESN_HG02947",0.360891910184228
"ESN_HG02952",0.360512595479461
"ESN_HG02953",0.356131882516567
"ESN_HG02968",0.358363145485783
"ESN_HG02970",0.360631596171153
"ESN_HG02971",0.357069012963638
"ESN_HG02973",0.357448327668405
"ESN_HG02974",0.358519333893628
"ESN_HG02976",0.35874246019055
"ESN_HG02977",0.358318520226399
"ESN_HG02979",0.35667482317241
"ESN_HG02981",0.361516663815608
"BEB_HG03006",0.369764899258477
"BEB_HG03007",0.363309111734212
"BEB_HG03009",0.370151651506474
"BEB_HG03012",0.369459959986017
"PJL_HG03015",0.361315850148379
"PJL_HG03016",0.368381516217563
"PJL_HG03018",0.36411980394636
"PJL_HG03019",0.353551055015507
"PJL_HG03021",0.364060303600515
"PJL_HG03022",0.329728604047511
"MSL_HG03052",0.360118405688233
"MSL_HG03054",0.360490282849769
"MSL_HG03055",0.358868898425472
"MSL_HG03057",0.357478077841327
"MSL_HG03058",0.358906086141626
"MSL_HG03060",0.360862160011305
"MSL_HG03061",0.357321889433482
"MSL_HG03063",0.35956802748916
"MSL_HG03064",0.356764073691178
"MSL_HG03066",0.359129212438547
"MSL_HG03069",0.362900046856522
"MSL_HG03072",0.358980461573933
"MSL_HG03073",0.359225900500547
"MSL_HG03074",0.357931767978401
"MSL_HG03077",0.358727585104088
"MSL_HG03078",0.360594408454999
"MSL_HG03079",0.358184644448246
"MSL_HG03081",0.361308412605148
"MSL_HG03082",0.358883773511934
"MSL_HG03084",0.358653209671781
"MSL_HG03085",0.357745829397633
"MSL_HG03086",0.361129911567611
"MSL_HG03088",0.359642402921467
"MSL_HG03091",0.357634266249173
"MSL_HG03095",0.361040661048842
"MSL_HG03096",0.358340832856091
"MSL_HG03097",0.357135950852714
"ESN_HG03099",0.355789755527954
"ESN_HG03100",0.35967215309439
"ESN_HG03103",0.352621362111667
"ESN_HG03105",0.354287371795349
"ESN_HG03108",0.360624158627922
"ESN_HG03109",0.359181275241162
"ESN_HG03111",0.357820204829941
"ESN_HG03112",0.358593709325935
"ESN_HG03114",0.357887142719017
"ESN_HG03115",0.356622760369795
"ESN_HG03117",0.360981160702997
"ESN_HG03118",0.359709340810543
"ESN_HG03120",0.359196150327624
"ESN_HG03121",0.358883773511934
"ESN_HG03123",0.361524101358839
"ESN_HG03124",0.359166400154701
"ESN_HG03126",0.357173138568868
"ESN_HG03127",0.360215093750232
"ESN_HG03129",0.349475281325073
"ESN_HG03130",0.354138620930734
"ESN_HG03132",0.357760704484095
"ESN_HG03133",0.35977627869962
"ESN_HG03135",0.35854164652332
"ESN_HG03136",0.359449026797468
"ESN_HG03139",0.357039262790715
"ESN_HG03157",0.360758034406075
"ESN_HG03159",0.358943273857779
"ESN_HG03160",0.362163730076681
"ESN_HG03162",0.35750782801425
"ESN_HG03163",0.352063546369363
"ESN_HG03166",0.35874246019055
"ESN_HG03168",0.356905387012562
"ESN_HG03169",0.354317121968271
"ESN_HG03172",0.357983830781016
"ESN_HG03175",0.35977627869962
"ESN_HG03189",0.357515265557481
"ESN_HG03190",0.35099997768737
"ESN_HG03193",0.36112247402438
"ESN_HG03195",0.35770864168148
"ESN_HG03196",0.362305043398065
"ESN_HG03198",0.358006143410709
"ESN_HG03199",0.357470640298097
"ESN_HG03202",0.355455066082572
"MSL_HG03209",0.358720147560858
"MSL_HG03212",0.354034495325504
"MSL_HG03224",0.359872966761619
"MSL_HG03225",0.359315151019315
"PJL_HG03228",0.351111540835831
"PJL_HG03229",0.350553725093527
"PJL_HG03234",0.366782444422958
"PJL_HG03235",0.370635091816471
"PJL_HG03237",0.359858091675158
"PJL_HG03238",0.37144578402862
"ESN_HG03265",0.358861460882241
"ESN_HG03267",0.358363145485783
"ESN_HG03268",0.358623459498858
"ESN_HG03270",0.359999404996542
"ESN_HG03271",0.35750782801425
"ESN_HG03279",0.357760704484095
"ESN_HG03280",0.357307014347021
"ESN_HG03291",0.358861460882241
"ESN_HG03294",0.358839148252549
"ESN_HG03295",0.358006143410709
"ESN_HG03297",0.359731653440236
"ESN_HG03298",0.357448327668405
"ESN_HG03300",0.354592311067808
"ESN_HG03301",0.359806028872543
"ESN_HG03303",0.358623459498858
"ESN_HG03304",0.357976393237786
"ESN_HG03311",0.353960119893197
"ESN_HG03313",0.355633567120109
"ESN_HG03342",0.360282031639309
"ESN_HG03343",0.356935137185485
"ESN_HG03351",0.358891211055164
"ESN_HG03352",0.356875636839639
"ESN_HG03354",0.356897949469331
"ESN_HG03363",0.355685629922724
"ESN_HG03366",0.359917592021004
"ESN_HG03367",0.357983830781016
"ESN_HG03369",0.358407770745167
"ESN_HG03370",0.357805329743479
"ESN_HG03372",0.358608584412397
"MSL_HG03376",0.355633567120109
"MSL_HG03378",0.359932467107465
"MSL_HG03380",0.358117706559169
"MSL_HG03382",0.357998705867478
"MSL_HG03385",0.357180576112099
